assembly_accession,organism_name,taxid,assembly_level,domain,phylum,class,order,family,genus,species,in_train,fna_path,gtf_path,genome_length,sequence_headers,num_sequences,category
GCF_002850235.1,Brachyspira_hyodysenteriae,159,Complete Genome,bacteria,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira hyodysenteriae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002850235.1/GCF_002850235.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002850235.1/GCF_002850235.1_annotation.gtf.gz,3034648.0,NZ_CP019600.1;NZ_CP019601.1,2.0,bacteria
GCF_001543175.1,Aerococcus_urinae,1376,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus urinae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001543175.1/GCF_001543175.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001543175.1/GCF_001543175.1_annotation.gtf.gz,1974262.0,NZ_CP014161.1,1.0,bacteria
GCF_000192635.1,Agrobacterium_tumefaciens,358,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000192635.1/GCF_000192635.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000192635.1/GCF_000192635.1_annotation.gtf.gz,5573770.0,NC_015183.1;NC_015508.1;NC_015184.1,3.0,bacteria
GCF_003667825.1,Metabacillus_litoralis,152268,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Metabacillus,Metabacillus litoralis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003667825.1/GCF_003667825.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003667825.1/GCF_003667825.1_annotation.gtf.gz,5230624.0,NZ_CP033043.1,1.0,bacteria
GCF_003330785.1,Paraburkholderia_graminis,60548,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia graminis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003330785.1/GCF_003330785.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003330785.1/GCF_003330785.1_annotation.gtf.gz,7508450.0,NZ_CP024934.1;NZ_CP024935.1;NZ_CP024936.1,3.0,bacteria
GCF_002240375.2,Ligilactobacillus_agilis,1601,Complete Genome,bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus agilis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002240375.2/GCF_002240375.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002240375.2/GCF_002240375.2_annotation.gtf.gz,2205859.0,NZ_CP016766.1;NZ_CP034226.1;NZ_CP034227.1;NZ_CP034228.1;NZ_CP034229.1,5.0,bacteria
GCF_016859185.1,Saccharopolyspora_erythraea,1836,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora erythraea,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016859185.1/GCF_016859185.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016859185.1/GCF_016859185.1_annotation.gtf.gz,8305652.0,NZ_CP069353.1,1.0,bacteria
GCF_003287015.1,Moraxella_bovis,476,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella bovis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003287015.1/GCF_003287015.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003287015.1/GCF_003287015.1_annotation.gtf.gz,2911207.0,NZ_CP030241.1;NZ_CP030242.1;NZ_CP030243.1,3.0,bacteria
GCF_003030465.1,Thauera_aromatica_K172,44139,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera aromatica K172,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003030465.1/GCF_003030465.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003030465.1/GCF_003030465.1_annotation.gtf.gz,3711792.0,NZ_CP028339.1;NZ_CP028340.1,2.0,bacteria
GCF_003610015.1,Zymobacter_palmae,33074,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Zymobacter,Zymobacter palmae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003610015.1/GCF_003610015.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003610015.1/GCF_003610015.1_annotation.gtf.gz,3028543.0,NZ_AP018933.1;NZ_AP018934.1,2.0,bacteria
GCF_002983865.1,Roseobacter_denitrificans,2434,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,Roseobacter denitrificans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002983865.1/GCF_002983865.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002983865.1/GCF_002983865.1_annotation.gtf.gz,4308791.0,NZ_CP027407.1;NZ_CP027406.1;NZ_CP027408.1,3.0,bacteria
GCF_013377195.1,Bisgaardia_hudsonensis,109472,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bisgaardia,Bisgaardia hudsonensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013377195.1/GCF_013377195.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_013377195.1/GCF_013377195.1_annotation.gtf.gz,2125638.0,NZ_CP016605.1,1.0,bacteria
GCF_009498035.1,Saccharothrix_syringae,103733,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix syringae,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009498035.1/GCF_009498035.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_009498035.1/GCF_009498035.1_annotation.gtf.gz,10929570.0,NZ_CP034550.1,1.0,bacteria
GCF_001641285.1,Dyella_thiooxydans,445710,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,Dyella thiooxydans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001641285.1/GCF_001641285.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001641285.1/GCF_001641285.1_annotation.gtf.gz,4227172.0,NZ_CP014841.1,1.0,bacteria
GCF_007005625.1,Aliarcobacter_butzleri,28197,Complete Genome,bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter butzleri,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_007005625.1/GCF_007005625.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_007005625.1/GCF_007005625.1_annotation.gtf.gz,2196900.0,NZ_CP041386.1,1.0,bacteria
GCF_001446255.1,Bifidobacterium_longum_subsp._longum,1679,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum subsp. longum,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001446255.1/GCF_001446255.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001446255.1/GCF_001446255.1_annotation.gtf.gz,2340989.0,NZ_CP011964.1,1.0,bacteria
GCF_000876545.1,Heyndrickxia_coagulans,1398,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,Heyndrickxia coagulans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000876545.1/GCF_000876545.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000876545.1/GCF_000876545.1_annotation.gtf.gz,3624641.0,NZ_CP010525.1,1.0,bacteria
GCF_046603965.1,Anaerofustis_stercorihominis,214853,Complete Genome,bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_046603965.1/GCF_046603965.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_046603965.1/GCF_046603965.1_annotation.gtf.gz,2297660.0,NZ_CP176644.1,1.0,bacteria
GCF_004519465.1,Saccharomonospora_xinjiangensis,75294,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora xinjiangensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004519465.1/GCF_004519465.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_004519465.1/GCF_004519465.1_annotation.gtf.gz,4713652.0,NZ_CP038101.1,1.0,bacteria
GCF_041897535.1,Methylomicrobium_lacus,136992,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Methylomicrobium lacus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_041897535.1/GCF_041897535.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_041897535.1/GCF_041897535.1_annotation.gtf.gz,4493006.0,NZ_CP169217.1;NZ_CP169218.1;NZ_CP169219.1,3.0,bacteria
GCF_000739415.1,Porphyromonas_gingivalis,837,Chromosome,bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000739415.1/GCF_000739415.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000739415.1/GCF_000739415.1_annotation.gtf.gz,2441780.0,NZ_CP007756.1,1.0,bacteria
GCF_003265205.1,Mergibacter_septicus,221402,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mergibacter,Mergibacter septicus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003265205.1/GCF_003265205.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003265205.1/GCF_003265205.1_annotation.gtf.gz,1908592.0,NZ_CP022012.1,1.0,bacteria
GCF_000832305.1,Cupriavidus_basilensis,68895,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000832305.1/GCF_000832305.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000832305.1/GCF_000832305.1_annotation.gtf.gz,8421483.0,NZ_CP010536.1;NZ_CP010537.1,2.0,bacteria
GCF_003854875.1,Methylophilus_methylotrophus,17,Chromosome,bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,Methylophilus methylotrophus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003854875.1/GCF_003854875.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003854875.1/GCF_003854875.1_annotation.gtf.gz,3004498.0,NZ_CP033953.1,1.0,bacteria
GCF_016865385.1,Adlercreutzia_equolifaciens_subsp._celatus,394340,Complete Genome,bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens subsp. celatus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016865385.1/GCF_016865385.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_016865385.1/GCF_016865385.1_annotation.gtf.gz,2929991.0,NZ_AP024470.1,1.0,bacteria
GCF_000021905.1,Desulfatibacillum_aliphaticivorans,218208,Complete Genome,bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfatibacillaceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000021905.1/GCF_000021905.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000021905.1/GCF_000021905.1_annotation.gtf.gz,6517073.0,NC_011768.1,1.0,bacteria
GCF_000975245.1,Serratia_liquefaciens,614,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia liquefaciens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000975245.1/GCF_000975245.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000975245.1/GCF_000975245.1_annotation.gtf.gz,5326657.0,NZ_CP011303.1,1.0,bacteria
GCF_002162335.1,Cellulosimicrobium_cellulans,1710,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Cellulosimicrobium cellulans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002162335.1/GCF_002162335.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002162335.1/GCF_002162335.1_annotation.gtf.gz,4799856.0,NZ_CP021383.1,1.0,bacteria
GCF_003574215.1,Hydrogenophilus_thermoluteolus,297,Complete Genome,bacteria,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,Hydrogenophilus thermoluteolus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003574215.1/GCF_003574215.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_003574215.1/GCF_003574215.1_annotation.gtf.gz,2288780.0,NZ_AP018558.1;NZ_AP018559.1,2.0,bacteria
GCF_022591735.1,Moellerella_wisconsensis,158849,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Moellerella,Moellerella wisconsensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_022591735.1/GCF_022591735.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_022591735.1/GCF_022591735.1_annotation.gtf.gz,3664824.0,NZ_CP093260.1;NZ_CP093261.1;NZ_CP093262.1;NZ_CP093263.1,4.0,bacteria
GCF_002148255.1,Eggerthella_lenta,84112,Complete Genome,bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002148255.1/GCF_002148255.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002148255.1/GCF_002148255.1_annotation.gtf.gz,3593204.0,NZ_CP021140.1,1.0,bacteria
GCF_036323475.1,Solobacterium_moorei,102148,Complete Genome,bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium moorei,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_036323475.1/GCF_036323475.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_036323475.1/GCF_036323475.1_annotation.gtf.gz,2615268.0,NZ_AP028934.1,1.0,bacteria
GCF_002995535.1,Magnetospirillum_gryphiswaldense,55518,Complete Genome,bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum gryphiswaldense,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002995535.1/GCF_002995535.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002995535.1/GCF_002995535.1_annotation.gtf.gz,4155740.0,NZ_CP027527.1,1.0,bacteria
GCF_001594245.1,Aggregatibacter_actinomycetemcomitans,714,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001594245.1/GCF_001594245.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001594245.1/GCF_001594245.1_annotation.gtf.gz,2129092.0,NZ_CP012958.1,1.0,bacteria
GCF_001298525.1,Psychrobacter_urativorans,45610,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter urativorans,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001298525.1/GCF_001298525.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_001298525.1/GCF_001298525.1_annotation.gtf.gz,2931580.0,NZ_CP012678.1;NZ_CP012707.1;NZ_CP012708.1;NZ_CP012709.1;NZ_CP012710.1;NZ_CP012711.1,6.0,bacteria
GCF_046736305.1,Algibacter_lectus,221126,Complete Genome,bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter lectus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_046736305.1/GCF_046736305.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_046736305.1/GCF_046736305.1_annotation.gtf.gz,4545269.0,NZ_CP151840.1,1.0,bacteria
GCF_000312705.1,Anabaena_sp._90,46234,Complete Genome,bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena sp. 90,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000312705.1/GCF_000312705.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000312705.1/GCF_000312705.1_annotation.gtf.gz,5305675.0,NC_019427.1;NC_019439.1;NC_019428.1;NC_019429.1;NC_019440.1,5.0,bacteria
GCF_025884515.1,Acholeplasma_laidlawii,2148,Complete Genome,bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma laidlawii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025884515.1/GCF_025884515.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_025884515.1/GCF_025884515.1_annotation.gtf.gz,1611024.0,NZ_CP103951.1,1.0,bacteria
GCF_002151465.1,Borreliella_burgdorferi,139,Complete Genome,bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella burgdorferi,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002151465.1/GCF_002151465.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002151465.1/GCF_002151465.1_annotation.gtf.gz,1288112.0,NZ_CP019844.1;NZ_CP019851.1;NZ_CP019845.1;NZ_CP019846.1;NZ_CP019847.1;NZ_CP019848.1;NZ_CP019849.1;NZ_CP019850.1;NZ_CP019852.1;NZ_CP019853.1;NZ_CP019854.1;NZ_CP019855.1,12.0,bacteria
GCF_020735745.1,Lachnospira_eligens,39485,Complete Genome,bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira eligens,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_020735745.1/GCF_020735745.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_020735745.1/GCF_020735745.1_annotation.gtf.gz,2772782.0,NZ_CP085938.1;NZ_CP085937.1,2.0,bacteria
GCF_000017305.1,Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149,266940,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Kineosporiales,Kineosporiaceae,Kineococcus,Kineococcus radiotolerans SRS30216 = ATCC BAA-149,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000017305.1/GCF_000017305.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000017305.1/GCF_000017305.1_annotation.gtf.gz,4956672.0,NC_009664.2;NC_009806.1;NC_009660.1,3.0,bacteria
GCF_002871995.2,Gleimia_europaea,66228,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Gleimia,Gleimia europaea,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002871995.2/GCF_002871995.2_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002871995.2/GCF_002871995.2_annotation.gtf.gz,2080063.0,NZ_CP126966.1,1.0,bacteria
GCF_021216655.1,Clavibacter_michiganensis,28447,Complete Genome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter,Clavibacter michiganensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_021216655.1/GCF_021216655.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_021216655.1/GCF_021216655.1_annotation.gtf.gz,3377556.0,NZ_CP080437.1;NZ_CP080438.1;NZ_CP080439.1,3.0,bacteria
GCF_022674245.1,Alicyclobacillus_acidoterrestris,1450,Complete Genome,bacteria,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidoterrestris,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_022674245.1/GCF_022674245.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_022674245.1/GCF_022674245.1_annotation.gtf.gz,4346939.0,NZ_CP080467.1;NZ_CP080468.1,2.0,bacteria
GCF_900104525.1,Pedococcus_dokdonensis,443156,Chromosome,bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Pedococcus,Pedococcus dokdonensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900104525.1/GCF_900104525.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_900104525.1/GCF_900104525.1_annotation.gtf.gz,3942164.0,NZ_LT629711.1,1.0,bacteria
GCF_000024165.1,Candidatus_Accumulibacter_phosphatis,327160,Complete Genome,bacteria,Pseudomonadota,Betaproteobacteria,,,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000024165.1/GCF_000024165.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_000024165.1/GCF_000024165.1_annotation.gtf.gz,5306133.0,NC_013194.1;NC_013193.1;NC_013190.1;NC_013191.1,4.0,bacteria
GCF_002162375.1,Oleiphilus_messinensis,141451,Complete Genome,bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus messinensis,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002162375.1/GCF_002162375.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_002162375.1/GCF_002162375.1_annotation.gtf.gz,6379281.0,NZ_CP021425.1,1.0,bacteria
GCF_030708075.1,Candidatus_Epulonipiscium_viviparus,420336,Chromosome,bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Candidatus Epulonipiscium,Candidatus Epulonipiscium viviparus,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_030708075.1/GCF_030708075.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_030708075.1/GCF_030708075.1_annotation.gtf.gz,3282271.0,NZ_CP117982.1,1.0,bacteria
GCF_007990505.1,Pseudoleptotrichia_goodfellowii,157692,Complete Genome,bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia,Pseudoleptotrichia goodfellowii,False,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_007990505.1/GCF_007990505.1_genomic.fna.gz,/cs/usr/stavperez/sp/genomes_new/genomes_from_ncbi_unique_genus/GCF_007990505.1/GCF_007990505.1_annotation.gtf.gz,2290729.0,NZ_AP019822.1,1.0,bacteria
